HoV,CAOLH_SumFlow,CAORH_SumFlow,LAOLH_SumFlow,LAORH_SumFlow,MIXP,AMBP,AMBT,R600_HD,R610_HS1,R611_HS1,R612_HS1,R613_HS1,R620_HS1,R620_HS2,R620_HS3,R621_HS1,R621_HS2,R621_HS3
CGAN_ASD136,219.44687,224.66568,131.98756,135.10359,2524.984,101339.484,297.25427,150.00868,117.97522,121.08211,109.20334,110.82051,78.836494,39.010574,113.00493,77.88814,38.932762,112.97336
CGAN_ASD137,249.9298,252.81467,149.04855,151.87447,3098.3782,101274.98,294.29092,148.67567,119.36723,123.450356,109.76021,111.31732,78.73203,39.007675,112.98177,77.782814,38.899044,112.981125
CGAN_ASD138,177.60359,177.14119,106.04806,105.657684,1582.0133,101666.2,298.34912,149.44666,134.75961,141.60287,121.02192,123.597725,74.59246,37.94189,113.00423,74.84675,37.939995,113.014206
CGAN_ASD139,211.12091,214.54707,126.01729,126.32538,2283.9077,102668.56,295.5299,149.40227,133.91132,141.09767,119.49783,121.66034,74.80561,37.964012,113.04987,74.92295,37.949352,112.956406
CGAN_ASD140,246.16644,247.14561,148.18765,149.04639,3208.894,102052.29,300.19934,148.69888,134.63618,141.43585,121.97906,124.44679,74.809814,38.014576,113.019356,74.938286,37.963596,112.99588
CGAN_ASD141,179.86186,186.12885,109.267334,108.28273,1730.5063,100273.58,295.1781,148.1465,135.31851,142.82436,120.16095,122.71888,79.098495,38.999805,113.05091,78.039925,39.00385,112.98274
CGAN_ASD142,221.92789,227.83698,134.89742,135.61485,2676.2363,101234.734,299.52652,149.3161,133.69022,139.06436,120.51509,122.08319,79.05263,39.059685,113.02318,78.076965,39.041584,112.9762
CGAN_ASD143,253.54791,254.36595,152.27397,151.88762,3233.8486,101584.78,296.05695,148.62299,133.61751,140.57611,120.141815,122.02074,79.031944,39.044754,112.986626,78.0165,39.01957,113.01561
CGAN_ASD144,175.61931,184.19395,107.94396,108.2833,1587.254,103424.77,295.9529,152.62411,127.8153,133.90503,115.51357,118.50247,74.90006,37.989952,112.991516,74.98399,37.975697,112.99892
CGAN_ASD145,213.1208,215.65668,128.04033,127.2343,2277.109,103139.09,295.13812,151.07385,128.69736,134.87885,115.806885,118.295525,74.880165,37.960663,113.03976,74.9324,37.954937,112.975876
CGAN_ASD146,245.83627,248.93686,148.67606,149.142,3133.2656,101870.74,298.79822,150.09349,129.8164,136.0136,118.38951,120.79453,74.85834,38.01241,113.025536,74.93284,37.953148,112.98202
CGAN_ASD147,185.45187,193.21414,112.58665,114.24957,1809.2671,101959.07,298.49014,151.05052,128.24641,133.4732,116.49252,118.38249,78.945595,38.99919,113.0258,77.96798,38.9674,112.98033
CGAN_ASD148,222.88911,227.5712,134.8306,136.17249,2640.453,101924.016,298.34152,150.27817,128.60806,133.58076,116.750175,118.33897,79.01043,39.04277,113.013275,78.04315,39.015102,112.98856
CGAN_ASD149,254.46759,256.50186,152.41985,153.13545,3208.1082,102096.375,294.30264,149.16542,129.41563,135.7497,116.766556,118.34148,78.85278,39.012814,112.98525,77.87323,38.958836,113.00865
CGAN_ASD150,170.82715,182.0855,106.020935,106.696304,1489.2267,102672.62,297.1328,152.19249,127.972206,132.856,116.51679,119.37349,75.24082,38.098145,112.98055,75.22046,38.04901,112.99329
CGAN_ASD151,209.81827,213.56467,129.65521,127.857834,2356.818,103353.94,298.64484,152.3605,128.57211,132.2195,116.68065,119.119705,75.12338,38.044125,113.02653,75.056725,38.037716,112.99199
CGAN_ASD152,243.63013,248.11739,147.75984,146.92143,2975.8435,102739.625,296.59866,151.67278,127.530525,133.92029,116.0141,118.540665,74.96168,38.00764,113.02683,74.96874,37.962856,112.983086
CGAN_ASD153,181.83427,188.18752,109.90923,111.136246,1730.1368,101555.16,295.59103,150.42577,128.69595,134.37894,115.549706,117.53259,78.94645,38.989803,113.04776,77.983025,38.973732,112.977455
CGAN_ASD154,222.69556,229.1594,135.5757,137.41142,2654.2014,102440.484,299.84616,151.51955,126.8783,130.85106,115.80048,117.03751,78.93911,39.047073,113.019035,78.02483,39.01071,112.97659
CGAN_ASD155,251.15472,259.99728,153.1411,152.5471,3161.153,100529.87,294.75693,149.6313,130.41031,136.32475,117.75423,119.361496,78.88819,39.01495,113.00927,77.82843,38.948254,112.96307
CGAN_ASD156,181.20679,181.89642,106.53639,106.306786,1606.8129,102508.8,297.9103,149.61827,145.07787,154.5828,128.06168,129.8602,74.30623,37.875042,113.01669,74.69568,37.91017,113.013054
CGAN_ASD157,215.6522,214.19797,129.104,127.333626,2462.831,103583.23,299.9938,148.60031,146.72885,156.24448,129.60822,132.33067,74.81066,37.99972,112.99482,75.02149,38.025482,113.047295
CGAN_ASD158,243.96857,255.48308,144.9011,148.21634,3046.5425,100991.6,295.89948,146.9406,146.50365,156.93726,128.75597,129.86594,74.85092,38.058586,113.08213,75.04526,37.971947,112.881905
CGAN_ASD159,186.99617,193.11418,113.61235,111.137535,1859.2454,101084.88,294.8037,148.61916,143.28592,152.78696,125.46004,128.1727,79.18028,39.00028,113.04638,78.100044,39.046658,113.00516
CGAN_ASD160,222.85698,227.03226,135.86931,132.62265,2657.0874,100969.38,296.97,148.02094,144.27379,153.2666,127.06428,129.54161,79.30476,39.070263,113.024445,78.2266,39.105286,113.01626
CGAN_ASD161,259.6601,259.72333,156.30806,154.34819,3392.5396,102700.445,297.40475,148.56363,142.90956,151.53723,126.37964,128.35132,79.18746,39.087143,112.989265,78.194885,39.104153,113.038284
CGAN_ASD162,177.44406,182.17657,107.00735,106.15591,1493.0671,101850.0,295.116,151.63184,131.19621,138.37129,117.63307,120.22987,74.58296,37.878685,113.04163,74.763275,37.891605,112.96967
CGAN_ASD163,211.81506,217.31729,129.75554,128.07445,2426.4077,100689.875,298.785,149.3992,133.66603,140.48045,120.50816,123.29202,74.72737,37.94846,113.0615,74.83571,37.92253,112.95803
CGAN_ASD164,243.71771,251.36526,147.88304,148.36987,3087.7341,101003.14,298.08258,149.48898,133.25693,140.76274,120.66173,122.7767,74.78387,37.99936,113.04877,74.8853,37.92552,112.944824
CGAN_ASD165,182.08305,192.68651,112.30228,111.96498,1749.821,100331.02,299.19986,150.13293,133.05414,139.1782,120.26096,122.701225,79.023605,39.01134,113.0252,77.96506,38.970577,112.96508
CGAN_ASD166,220.84645,228.21657,135.42102,135.06506,2643.065,100735.64,299.28476,149.66037,132.88556,138.30688,120.00847,121.857796,79.09938,39.058872,113.02408,78.0775,39.0368,112.97265
CGAN_ASD167,253.84312,260.5667,151.98007,153.12508,3171.9592,101630.74,293.55948,149.27994,132.7414,139.09566,118.81601,119.87949,78.81508,39.01182,113.01179,77.838165,38.957325,112.97246
CGAN_ASD168,180.07909,183.37784,110.47221,109.114105,1689.6318,101035.92,299.95465,149.54333,133.29385,138.24739,120.10667,123.0403,75.10812,38.09062,113.00101,75.0857,38.04339,112.99213
CGAN_ASD169,215.18654,216.84805,131.86964,129.23277,2534.8843,101274.99,300.7635,149.4763,133.1477,139.13074,120.23117,123.6917,74.85537,37.98298,113.050095,74.90494,37.974648,112.99794
CGAN_ASD170,240.50027,251.01393,145.10802,146.69308,2945.0288,100785.49,295.8897,149.65848,132.01428,139.72345,119.24247,120.84529,74.78668,38.001244,113.063446,74.88028,37.911167,112.908615
CGAN_ASD171,184.28622,191.36948,111.64425,112.660774,1750.2686,102165.016,297.818,150.9241,129.48865,135.49136,117.235535,119.31286,78.97711,38.996117,113.020744,77.989395,38.970745,112.99501
CGAN_ASD172,219.46495,225.82104,134.06609,133.61897,2583.6982,100745.4,298.1046,149.51192,131.68768,137.45142,118.93407,120.9729,79.124374,39.051235,113.01966,78.07875,39.02974,112.98235
CGAN_ASD173,254.36562,256.8531,152.72281,152.49121,3183.7314,102636.45,293.57306,149.54202,130.41913,137.61205,117.22359,119.02136,78.87786,39.001205,112.98307,77.86861,38.956726,113.02357
CGAN_ASD174,174.81516,181.01672,107.1388,107.349106,1574.5116,102482.17,298.1897,151.0439,131.8808,137.15376,119.22527,121.83873,75.14079,38.085896,112.98073,75.15864,38.052067,113.00649
CGAN_ASD175,211.05351,216.39963,127.44617,127.23435,2312.6904,101501.75,296.43533,149.88611,131.59802,138.13965,118.36734,120.639725,74.82368,37.96979,113.05903,74.92194,37.943443,112.94437
CGAN_ASD176,249.27269,248.08968,149.76144,149.74184,3172.7668,103511.53,298.7151,150.45488,130.60918,136.70973,118.62938,121.32317,74.99719,38.03475,113.00073,75.03957,38.0049,113.02505
CGAN_ASD177,181.54094,189.94243,111.60103,110.90379,1775.2632,100457.37,296.94574,149.64836,132.4087,138.81299,118.740906,121.14663,79.04611,39.00222,113.04468,77.99611,38.98808,112.97067
CGAN_ASD178,221.09154,226.82455,134.82915,134.49504,2614.9343,100820.03,297.88864,149.48965,131.79524,137.58095,118.97072,120.96111,79.06575,39.04014,113.019394,78.03556,39.01676,112.98026
CGAN_ASD179,257.39658,255.92244,153.52765,153.60513,3259.6685,102752.71,295.29333,149.28442,130.06946,136.97495,117.277596,119.19373,78.97261,39.034298,112.9763,78.01324,39.005882,113.03515
CGAN_ASD180,175.96138,179.85808,105.49658,104.90432,1512.7349,100651.695,297.22916,149.78987,135.9609,143.05026,121.48342,123.611725,74.46927,37.898228,113.05277,74.74939,37.896435,112.95802
CGAN_ASD181,211.96422,218.69543,129.90341,128.14537,2434.318,100655.01,298.75964,149.15001,136.59073,144.05655,122.46184,125.11713,74.72792,37.95075,113.06823,74.87024,37.9306,112.94815
CGAN_ASD182,246.3814,252.03488,149.62096,149.26071,3166.4456,101665.25,299.02722,149.46861,135.93648,143.69553,122.54231,124.96667,74.838,38.009262,113.03961,74.940414,37.956768,112.96989
CGAN_ASD183,188.17708,194.37254,113.88228,114.21041,1873.3998,102345.7,295.33704,150.6561,133.15741,140.19716,118.611694,120.712166,78.958244,38.970936,113.04145,77.959816,38.98186,112.994835
CGAN_ASD184,221.50133,231.01927,132.14569,133.60886,2483.5193,100526.125,293.14532,149.0868,136.89037,143.64581,121.050804,122.3284,78.937195,39.014317,113.05155,77.943855,38.99051,112.94468
CGAN_ASD185,254.17078,263.92108,152.77164,153.50421,3187.0789,100959.95,294.097,149.3478,136.32283,142.77588,121.35998,122.29649,78.89625,39.032825,113.03127,77.89466,38.98796,112.945015
CGAN_ASD186,176.24919,178.00383,107.52334,106.652435,1576.7439,101109.016,297.87677,150.38898,126.72728,131.64703,115.28884,118.30774,74.70667,37.96978,113.01789,74.856674,37.929817,112.99581
CGAN_ASD187,212.32222,213.03427,129.13684,128.18303,2402.0916,101520.36,298.565,150.3138,126.02594,130.86476,115.36106,118.213104,74.77146,37.94906,113.030624,74.853485,37.92766,112.99256
CGAN_ASD188,240.47253,246.87383,143.49599,146.19879,2869.815,101819.46,294.63815,150.5166,125.415695,131.54211,114.3593,115.92775,74.90071,38.02208,113.039764,74.94087,37.93208,112.932205
CGAN_ASD189,185.97418,191.3162,111.66068,113.79027,1799.1794,102282.875,296.1437,150.81021,125.86817,131.00888,113.74544,115.62146,78.93671,38.992657,113.03047,77.992256,38.9738,112.99848
CGAN_ASD190,221.02457,226.41736,133.84544,135.28723,2601.705,101018.555,297.99762,149.72322,126.14448,130.7615,115.19528,116.9919,79.0378,39.03966,113.01097,78.02105,38.998123,112.979416
CGAN_ASD191,256.2652,257.56467,153.46475,155.75642,3308.7883,101950.97,298.1977,149.60648,125.621544,130.03317,115.13762,116.553,78.968765,39.063686,112.9789,78.01788,39.006157,112.99788
CGAN_ASD192,177.88121,183.03493,107.81595,107.94662,1579.6221,103404.03,300.37732,149.63596,144.09076,150.16855,127.99382,129.57861,76.07484,38.36288,112.96408,75.87503,38.33126,112.99388
CGAN_ASD193,213.37538,219.03815,127.708084,127.14669,2348.3982,102684.766,295.6494,149.43729,141.63385,150.57271,124.84886,126.628685,74.79295,37.958164,113.07505,74.97156,37.979565,112.954735
CGAN_ASD194,248.30106,253.36322,148.49054,149.47519,3167.889,102575.11,297.88318,148.42744,141.9681,150.88525,126.093994,128.07776,74.92191,38.043564,113.03988,75.05195,38.000694,112.96233
CGAN_ASD195,189.24522,195.21187,114.63188,113.17602,1895.0542,101244.84,294.1632,149.16711,140.00912,148.74397,123.11654,125.62317,79.05893,38.973038,113.04676,78.00552,39.009384,112.99918
CGAN_ASD196,222.61829,229.07219,134.1108,132.31786,2548.1606,101227.1,294.18436,148.68344,140.87491,149.48764,123.95142,125.94077,79.12529,39.029778,113.04126,78.08876,39.047794,112.99126
CGAN_ASD197,257.35474,259.7431,156.26764,153.57742,3343.6328,101505.734,297.09387,148.65906,140.79427,148.94029,125.18176,127.2467,79.14377,39.06871,112.995186,78.11227,39.071274,113.020325
CGAN_ASD198,173.94695,180.4002,104.44418,104.5536,1417.0505,100331.45,295.39932,150.86661,135.34265,142.34511,120.28251,122.58979,74.64806,37.912384,113.091705,74.86253,37.91431,112.917175
CGAN_ASD199,208.90056,215.25261,126.056854,125.96107,2135.283,101574.664,294.17233,150.43445,135.57127,143.31667,119.9343,122.620926,75.03972,38.030537,113.07705,75.130455,37.991497,112.92951
CGAN_ASD200,246.67514,250.2741,148.09178,148.17703,3066.6301,103229.61,297.15866,150.41376,135.32474,142.70033,121.13681,123.40192,75.00647,38.041573,113.03186,75.07321,38.01169,112.97778
CGAN_ASD201,187.0255,194.81766,111.59986,112.73423,1796.2762,100237.81,293.20996,148.93896,137.14783,144.42776,120.68818,122.777695,79.04841,38.99692,113.063156,78.03516,39.007954,112.95695
CGAN_ASD202,219.86223,223.97008,133.62497,131.8258,2532.938,101577.29,295.66074,149.48563,135.08788,142.66226,120.353584,122.70171,79.15472,39.03839,113.02043,78.107544,39.04111,113.008156
CGAN_ASD203,253.5374,269.5773,151.55481,154.28983,3149.7363,100217.4,293.34198,149.32117,138.54149,144.1525,122.359146,122.516754,78.90111,39.059864,113.07062,77.90889,39.00071,112.87605
CGAN_ASD204,172.23402,177.25017,107.24585,107.32919,1523.5837,101368.42,296.59784,152.61482,116.48226,118.912445,109.20351,111.17813,74.91329,38.034546,113.01677,75.05557,37.973022,113.00298
CGAN_ASD205,215.29669,216.00482,133.52327,129.9148,2396.329,101192.555,299.05432,153.4379,116.667336,119.37727,109.356926,111.818054,74.533226,37.918434,113.06766,74.53572,37.858593,112.99168
CGAN_ASD206,245.80736,249.96727,150.10417,152.29266,3104.3662,103361.55,301.0986,154.6175,115.741425,114.92687,109.05261,110.419556,74.888145,38.05518,113.01393,74.90204,37.98799,112.96983
CGAN_ASD207,187.21286,192.59209,111.66261,115.97648,1735.2695,101936.76,296.1962,152.19629,119.583786,122.0924,109.55945,111.24208,78.837395,38.978455,113.02855,77.907295,38.933773,112.98274
CGAN_ASD208,219.59985,223.30457,131.57756,132.55412,2425.7764,101246.195,293.76624,149.10179,119.51173,124.49877,109.09418,111.402695,78.85373,38.99531,113.00193,77.89935,38.92143,113.00073
CGAN_ASD209,252.81575,254.20432,151.38126,152.02391,3096.1929,102046.15,293.89673,149.47882,119.30465,124.27888,109.34497,111.3916,78.79874,39.010464,112.972565,77.86617,38.92207,113.019714
CGAN_ASD210,176.27264,182.64381,107.62666,107.086655,1565.2982,103370.734,297.0097,151.83965,133.23897,140.3113,119.78451,122.60983,74.96532,38.020714,112.97778,75.0497,38.013695,113.02434
CGAN_ASD211,215.78996,215.76526,131.36519,128.1501,2428.9514,103700.164,297.6172,150.28716,134.167,141.2097,120.05989,123.268295,75.01913,37.99157,113.01885,75.05905,38.015182,113.02545
CGAN_ASD212,246.06322,253.01309,150.63577,149.97696,3228.5752,100601.41,300.2937,149.09694,135.30838,143.0298,122.64535,125.27985,74.74927,37.994114,113.0482,74.84501,37.92286,112.96176
CGAN_ASD213,182.69028,190.09036,111.72224,111.25453,1749.6301,101322.97,297.5215,150.44308,133.06999,139.86931,119.50351,121.87361,78.9953,38.99777,113.026436,77.97795,38.98039,112.99047
CGAN_ASD214,224.46991,228.00249,135.64944,136.22598,2654.116,102959.79,298.03296,150.76854,131.2877,137.23187,118.378784,119.986404,78.977005,39.029858,113.010994,78.03754,39.019802,113.00975
CGAN_ASD215,255.80579,258.13898,153.7447,152.87833,3208.5476,102899.22,293.582,149.76733,132.6117,140.36307,118.69905,120.55744,78.87389,38.99555,112.98549,77.86455,38.96166,113.026344
CGAN_ASD216,175.17407,181.70038,108.04342,107.28892,1561.6157,101853.66,298.0366,151.34636,130.0994,135.33101,117.75267,120.77222,75.00049,38.040672,112.99583,75.06203,38.003693,112.99274
CGAN_ASD217,216.27104,221.6108,134.57368,130.26541,2550.6296,100587.66,300.35083,150.61574,131.43892,137.90143,118.880585,122.90166,74.86339,37.969006,113.07162,74.77782,37.938873,112.98016
CGAN_ASD218,245.21104,253.07349,148.92534,148.82996,3037.1726,101603.71,296.67578,150.95688,129.46254,136.44867,117.61768,119.79064,74.90575,38.011086,113.04465,74.94125,37.94358,112.94989
CGAN_ASD219,182.24329,190.39108,111.57682,111.439354,1768.0117,100559.8,296.11725,149.99513,131.0883,137.0615,117.50012,119.77691,79.0341,38.99956,113.05114,78.006546,38.987045,112.968094
CGAN_ASD220,222.3449,229.8951,136.55284,136.38545,2652.3672,101011.51,299.08948,150.49435,129.85054,134.77142,117.90722,119.734055,79.056206,39.04927,113.020515,78.04177,39.017727,112.97214
CGAN_ASD221,255.0776,262.45807,155.35919,154.4979,3238.8127,100905.9,294.83173,149.7185,130.81317,136.98259,118.09814,119.769936,78.89345,39.01371,112.99988,77.840996,38.953995,112.97946
CGAN_ASD222,176.88332,187.4996,112.23182,110.423515,1595.795,101738.31,300.1379,151.67653,129.669,131.75098,117.96375,120.07895,75.434944,38.181805,112.99581,75.274254,38.108654,112.93802
CGAN_ASD223,209.9804,217.54912,131.93015,129.73079,2396.0908,103439.445,299.88742,153.12,129.14955,131.18846,117.16404,118.928444,75.39512,38.14073,113.03101,75.25078,38.129913,112.96069
CGAN_ASD224,250.0934,252.92653,153.2477,151.08824,3183.1826,103551.36,299.91776,153.03336,127.40464,132.24728,116.632,119.57941,74.9623,38.011692,113.014275,74.97397,37.992855,113.02147
CGAN_ASD225,183.1213,189.62645,110.58696,111.83025,1727.3176,101330.13,294.87567,150.64441,129.12486,134.84596,115.68127,117.69403,78.89453,38.979332,113.0473,77.94399,38.959286,112.973236
CGAN_ASD226,220.21652,227.63887,135.66081,132.9979,2526.0618,100646.08,295.93964,150.033,129.455,136.0906,116.83269,119.41547,79.09079,39.0183,113.0206,78.01816,38.99388,112.99343
CGAN_ASD227,255.86366,259.07077,155.66882,153.6101,3231.7275,101715.35,296.01617,150.30716,128.38678,134.93234,116.45988,118.719345,79.0469,39.038788,112.98591,78.022484,39.003853,113.01912
CGAN_ASD228,181.50952,188.31456,108.31883,107.46549,1574.4968,100985.125,296.16635,149.88223,144.14995,153.67867,126.88122,128.7581,74.441246,37.884377,113.07153,74.76374,37.90473,112.95206
CGAN_ASD229,217.26584,222.47281,130.58081,128.38673,2405.8337,103685.83,295.6118,150.1081,144.96733,155.0218,127.05313,129.02472,74.804825,37.94787,113.06714,74.987885,37.99816,112.984184
CGAN_ASD230,249.3014,260.12006,150.9063,151.43349,3267.8093,100693.7,299.04224,147.5263,146.78282,156.98183,129.96808,131.79572,74.78849,38.02791,113.07168,74.97315,37.963844,112.91966
CGAN_ASD231,182.74672,190.50075,111.486404,108.495384,1709.0878,99836.9,295.54785,148.90822,146.01189,155.6494,127.63847,130.64465,79.263405,39.03607,113.04258,78.16446,39.065884,112.98956
CGAN_ASD232,225.38846,229.00627,137.5621,134.2174,2662.4927,102869.664,296.50198,150.07077,141.98602,151.09662,125.203384,127.635185,79.18728,39.037018,113.015274,78.13983,39.07271,113.03561
CGAN_ASD233,260.45428,272.84595,154.28955,156.17534,3276.8115,101791.7,293.02255,149.01904,145.22644,153.18315,126.78979,127.177345,79.0808,39.086575,113.05606,78.08319,39.069866,112.929695
CGAN_ASD234,174.54822,184.73216,108.871414,107.71442,1536.436,103613.18,296.97888,152.6257,131.63542,137.65135,118.916306,121.75782,75.29916,38.098488,112.96511,75.2128,38.07154,113.01498
CGAN_ASD235,210.022,220.8243,127.71171,127.83845,2265.714,100297.68,295.53436,150.60168,133.4717,141.0042,119.69031,121.77286,74.75963,37.950073,113.085075,74.86214,37.90459,112.90011
CGAN_ASD236,247.70193,254.59267,152.0211,150.26505,3184.5872,101345.055,299.1045,150.44527,132.84149,140.3455,120.6506,123.37157,74.83986,37.993004,113.03803,74.90035,37.938824,112.97744
CGAN_ASD237,187.18773,195.29164,114.93194,114.33796,1759.2117,102184.45,300.1444,151.77005,130.26375,136.20808,119.035614,121.0829,79.12543,39.054028,113.000374,78.09727,39.008057,113.00223
CGAN_ASD238,222.69327,226.28053,135.09407,133.64085,2561.0754,102087.05,295.7323,150.09898,131.04604,138.10327,117.73362,119.994286,79.04492,39.016216,113.01002,78.04146,39.007988,113.02112
